year, genre 
1997,Music of the Republic of Macedonia
1997,Pop music
1997,Rhythm and blues
1997,Europop
1999,Melodic death metal
2003,Psychedelic folk
2003,Indie folk
2003,Americana (music)
1960,Music of Ethiopia
1979,Pop rock
1993,Alternative rock
1993,Pop rock
2009,Pop music
2009,Soul music
2000,Opera
2000,Operatic pop
2008,Pop music
1993,Avant-garde
1993,Classical music
1989,Eurobeat
1989,Italo disco
2008,Pop rock
1994,Industrial rock
1994,Synthpop
1994,Alternative rock
1994,Industrial metal
1994,Indie pop
1994,Electronic music
1988,Thrash metal
1988,Symphonic black metal
1988,Industrial metal
1988,Extreme metal
1988,Gothic metal
1988,Death-doom
1999,Indie pop
2011,Pop music
2011,Contemporary R&B
2001,Indie rock
2001,Alternative rock
2001,College rock
2000,Alternative rock
2000,Post-grunge
1994,Sola
1994,Ballata
1994,Pop_commercial
2009,Psychedelic rock
2009,Indie rock
2009,Surf music
1931,Gospel music
1998,Blues
1998,Soft rock
2001,Gospel music
2001,Latin Christian music
2014,Pop music
2014,Electronic music
1966,Rock and roll
1966,Hard rock
1966,Indie rock
1966,Power pop
1966,Blue-eyed soul
1966,Proto-punk
2001,Electropop
2001,K-pop
2010,Drum and bass
2010,Soul music
2010,Electronica
2010,Alternative rock
2010,Blue-eyed soul
2010,Contemporary R&B
2010,Dubstep
2010,Electro house
2008,Indie rock
2008,Alternative rock
2006,Folk music
2006,Synthpop
2006,Electronic music
2006,Acoustic music
2000,Pop music
2000,Rock music
1997,New wave music
1997,Indie rock
1997,Alternative rock
1997,Alternative country
1997,Neo-psychedelia
1997,Indie folk
2009,Christian hip hop
2009,Urban contemporary gospel
2011,Latin pop
2011,Música sertaneja
2011,Electronic dance music
1991,World music
1991,Music of Latin America
1991,Instrumental
1991,Jazz
1991,New flamenco
2010,Indie rock
2010,Lo-fi music
2004,Pop music
2004,Cover version
2004,Acoustic music
1998,Reggaeton
1954,Hard rock
1954,Blues rock
2008,Country music
1999,Pop music
1999,Soul music
1999,Contemporary R&B
1999,Hip hop music
1999,Dance music
1988,Rock music
1988,Britpop
1990,Art rock
1990,Indie rock
1990,Post-punk revival
1996,House music
1996,Pop music
1995,Folk music
1995,Pop music
1995,Rock and roll
1995,Indie rock
2009,Pop music
2009,Pop music
2009,Rhythm and blues
2009,Blue-eyed soul
1997,Pop music
1997,Alternative rock
1997,Middle of the road (music)
2003,Pop music
1999,Folk music
1999,Punk rock
1999,Hip hop music
1986,Heavy metal music
1986,Hard rock
1986,Glam metal
2005,Pop music
2005,Indie pop
2003,Pop music
1966,Disco
1966,Funk
1966,Pop music
1966,Rock music
1993,Folk music
1993,Rock music
2010,Pop music
2010,Soul music
2010,Contemporary R&B
1995,Pop music
1995,Rock music
1995,Jazz
1979,Country music
1979,Pop music
1979,Folk rock
1979,Children's music
1979,Americana (music)
2003,Indie rock
2003,Alternative rock
2003,Folk rock
2003,Rock music
2003,Hardcore punk
2003,Pop punk
2003,Electro (music)
2014,Folk music
2014,Folk rock
2014,Indie pop
2014,Indie folk
2008,Pop music
1997,Funk
1997,World music
1997,Alternative hip hop
1997,Latin hip hop
1997,Urban contemporary
1991,New-age music
1991,Easy listening
1991,Christian music
1991,Classical music
1991,Celtic music
2004,Dance music
2004,Synthesizer
2004,Acoustic music
2004,Independent music
2002,Indie rock
2006,Synthpop
2006,Indie rock
2006,Dance-rock
2006,Electronic rock
1990,Blues
1990,Funk
1990,Soul music
1987,Death metal
1987,Progressive metal
1987,Thrash metal
1987,Symphonic metal
2003,Alternative rock
2003,Post-hardcore
2007,Pop music
2005,Pop music
2005,Rock music
2005,Bubblegum pop
2005,Independent music
1997,Pop music
1997,Baroque pop
1997,Indie folk
2010,Pop music
2010,Glam rock
2007,Pop music
2007,Pop rock
2007,Contemporary R&B
2003,Pop music
2003,Contemporary R&B
2006,Blues
2006,Pop music
2006,Rock music
2006,Soul music
2006,Jazz
2006,Adult contemporary music
2004,Funk
2004,Salsa music
2004,Gospel music
2004,Latin jazz
2004,Jazz
2004,Brazilian jazz
2007,Folk music
2007,Pop music
2007,Alternative rock
2007,Jazz
1983,Singer-songwriter
2010,Pop music
2010,Singer-songwriter
1963,Blues
1963,Folk music
1963,Rock music
1963,Bard (Soviet Union)
1963,Classical music
1980,Industrial music
1980,Electronic music
1980,Experimental music
1985,World music
1985,Celtic music
2002,Pop music
1985,Death metal
1985,Industrial metal
1985,Gothic metal
2005,Punk rock
2005,Pop music
2005,Pop rock
2005,Experimental music
2006,Folk music
2006,Pop music
2006,Soft rock
2006,Crossover music
2010,Hip hop music
1990,Blues
1990,Freak folk
1990,Post-punk
1990,Experimental music
1985,Neue Deutsche Härte
2010,Folk music
2010,Pop music
2012,Pop music
1997,House music
1997,Dance music
2009,House music
2009,Pop music
2009,Dance-pop
2009,Eurodance
2009,Electronic dance music
1987,Pop music
1987,Samba
1987,Pagode
1987,Latin pop
1970,Bard (Soviet Union)
2005,Fiction_poetry_music
1993,Thrash metal
1993,Symphonic black metal
1993,Power metal
1993,Neoclassical metal
1993,Melodic death metal
2002,Contemporary folk music
1990,Pop music
1990,Eurodance
1986,Pop music
2009,Pop music
1999,Jazz
2006,Pop music
2006,Dance-pop
2006,Contemporary R&B
1945,Blues
1945,Blues rock
1990,Blues
1990,Soul blues
2012,Contemporary Christian music
2012,Urban contemporary gospel
1999,Folk music
1999,World music
1999,Alternative rock
1982,Heavy metal music
2002,Hip hop music
1999,Crossover music
1999,Operatic pop
1993,Vocal music
1938,Traditional pop music
1938,Music of Hawaii
1938,Standard (music)
2006,Jazz
2006,Classical music
1927,Blues
1927,Country blues
1927,Texas blues
1970,Pop music
1970,Rhythm and blues
1970,Soul music
1996,Rhythm and blues
1996,Pop-rap
1996,Hip hop music
1994,Hip hop music
2009,Rhythm and blues
2009,Soul music
2009,Hip hop music
2009,K-pop
2008,Persian pop music
1961,World music
1977,Reggae
1990,Pop music
1990,Rock music
1990,Hip hop music
1990,Children's music
2012,Hip hop music
2012,Comedy
1988,Pop music
1998,Country music
1998,Folk music
1998,Rock music
1998,Roots rock
1998,Independent music
2000,Country music
2000,Folk music
2000,Pop music
2000,Contemporary Christian music
1998,Pop music
1968,Persian traditional music
1971,Anatolian rock
1971,Türkü
1988,Rhythm and blues
1988,Soul music
1988,Hip hop music
2006,Pop music
1996,Rap rock
1999,Gangsta rap
1999,East Coast hip hop
1999,Hardcore hip hop
2003,Folk music
2003,Pop music
2003,Sufi rock
2003,Electronic music
2003,Classical music
1996,Hip hop music
1996,Hip hop production
1971,Folk music
1971,Pop music
1971,Rock music
1971,Ambient music
1971,Electronica
1971,Vocal music
1971,Classical music
1971,Experimental music
1939,Jazz
1939,Schlager music
2012,Música popular brasileira
1978,Indie rock
1978,Experimental pop
1963,Heavy metal music
1963,Glam rock
1963,Hard rock
1963,Shock rock
1980,Folk music
2004,Electronic music
1920,Classic female blues
2002,Pop music
1999,Folk music
1999,Rock and roll
1999,Adult contemporary music
2000,Funk
2000,Blue-eyed soul
2000,Jazz
2004,Pop music
2004,Rock music
2004,Soul music
2009,Gospel music
2009,Contemporary R&B
1977,Disco
1977,Rock music
1977,Rhythm and blues
1975,Folk music
1975,Huayno
2013,Pop music
1981,Funk
1981,Soul music
1981,Dance-pop
1981,Contemporary R&B
1995,Latin music (genre)
1995,Ranchera_Regional
1996,Punk rock
1996,Rock and roll
1996,Rock music
1996,Synthpop
1996,Garage rock
1996,Electropunk
1998,Sungura_gule_&_nyau
1970,Easy listening
2007,Country music
2007,Pop music
2007,Soul music
2007,Pop rock
2007,Contemporary R&B
2001,Pop rock
2001,Latin pop
1970,Pop music
1977,Mugham
2010,Pop music
2010,World music
2010,Classical music
2002,Pop music
2000,Pop music
2007,Indie folk
2007,Sung poetry
2007,Daina (Lithuania)
1992,Contemporary Christian music
1992,Gospel music
1997,Pop music
1994,Persian traditional music
1994,Classic
2005,Trance music
2005,Hip hop music
2005,Dance music
1999,Pop music
1999,Rock music
1999,Independent music
2009,Pop music
1984,Pop music
1984,Italo disco
1984,Freestyle music
1985,Indian pop
1985,Playback singer
1994,Power pop
1994,Jangle pop
1994,Jazz
1994,Children's music
2012,Pop music
1989,Trip hop
1989,Ambient music
1989,Synthpop
1989,Electroclash
1989,Electronic music
1987,Rhythm and blues
1987,Soca music
1987,Dancehall
1980,House music
1980,Pop music
1980,Soul music
1980,Dance-pop
1980,Jazz
1980,Dance music
1967,Blues
1967,Rock music
1967,Soul music
1995,Psychedelic rock
1995,Indie rock
1995,Garage rock
1995,Blues rock
1995,Post-punk revival
1978,Blues
1978,New wave music
1978,Synthpop
1978,Pop rock
1963,Folk music
1963,Folk rock
1963,Psychedelic folk
1963,Jazz
1963,Folk music of Ireland
1978,New wave music
1978,Post-punk
1978,Jazz
2000,Alternative rock
2000,Jazz
2000,Vocal jazz
1999,Pop rock
2004,Melodic death metal
2004,Metalcore
2004,Deathcore
2000,Pop rock
1980,Folk music
1973,Folk music
2006,Pop music
1980,Filmi
1980,Music of Bollywood
0090,Pop music
0090,Rhythm and blues
1993,Music of Greece
1870,Dhrupad
1870,Khyal
1870,Dhamar (music)
1958,Rock music
1958,Soft rock
1979,New wave music
1979,Pop music
1979,Hi-NRG
1979,Electronic dance music
2000,Pop music
2000,Europop
2000,Dance-pop
2000,Eurodance
2007,Country music
2007,Americana (music)
1970,Folk music
2011,Hip hop music
1960,Folk music
1960,Novelty song
2015,Easy listening
2011,Hip hop music
2005,Pop music
2005,Rhythm and blues
2005,Hip hop music
2005,Acoustic music
2008,New wave music
2008,Alternative rock
2008,Independent music
2006,Pop music
2006,Dance music
1977,Rock music
1977,Pop rock
2010,Rhythm and blues
2010,Soul music
1958,Blues
1958,Funk
1958,Rhythm and blues
1958,Soul music
1958,Southern soul
1958,Jazz
2007,Folk music
2007,Pop music
2007,Synthpop
2007,Progressive bluegrass
2007,Pop rock
2007,Dance music
2005,Folk music
2005,Alternative rock
2005,Independent music
2006,Hip hop music
1996,Folk music
1996,Rock and roll
1996,Alternative rock
1996,Jazz
1996,Broadway theatre
2006,Pop rock
1998,Country music
1998,Folk music
1998,Pop music
1998,Rock music
2000,Country music
2007,Indie pop
2004,Pop music
2004,Independent music
2012,Pop music
2012,Blue-eyed soul
2012,Spoken word
1952,Traditional pop music
1977,Ballad
1977,Music of Puerto Rico
2007,Folk music
1981,Folk music
1981,Música sertaneja
1981,Chamamé
1995,Funk
1995,Soul music
1995,Hardcore hip hop
1995,Contemporary R&B
1995,Hip hop music
1995,Jazz
1995,Underground hip hop
2005,Rhythm and blues
2005,Dancehall
2005,Reggaeton
2005,Hip hop
1988,Rock music
1988,Indie rock
1988,Alternative rock
1988,Psychedelic music
2002,Hip hop music
2006,Hip hop music
1981,Reggae
2001,Alternative rock
2001,Hip hop music
1998,Pop music
1998,Rhythm and blues
1998,Synthpop
1998,Music of Russia
1975,Blues
1975,Folk music
1975,Trance music
1975,Ambient music
1975,Jazz
1976,Rock music
1993,Qawwali
2010,Rock music
1959,Reggae
1959,Rhythm and blues
1959,Ska
1959,Rocksteady
2005,House music
2005,Pop music
2005,Rhythm and blues
2005,Dance music
1963,Folk music
1963,Skiffle
1963,Folk rock
1963,Jazz
1990,Gospel music
1990,Traditional black gospel
1960,Blues
1960,Rock music
1960,Rockabilly
1960,Blues rock
1958,Rhythm and blues
1990,Christian music
1960,Rock and roll
1960,Glam rock
2004,Pop music
2004,Pop rock
2009,Indie folk
2001,Pop music
2013,Wiktionary:versatile
2011,Pop music
1992,Rock music
1992,Alternative rock
1992,Pop rock
1930,Music of Latin America
2007,Pop music
2007,Rock music
2007,Folk rock
2007,Indie pop
2007,Jazz
1998,Country music
1998,Pop music
1998,Singer-songwriter
2005,Folk music
2005,Pop music
2005,Jazz
2005,Singer-songwriter
2010,Filmi
2007,Contemporary R&B
2007,Hip hop music
2000,Pop music
2001,Folk music
2001,Pop music
2001,Celtic music
2001,Scottish folk music
2008,Finnish tango
1962,Salsa music
1962,Son (music)
1962,Music of Mali
1996,Pop music
1973,Highlife
2000,Arabic pop music
2000,Music of Lebanon
1920,Music of Turkey
1920,Music of Greece
1920,Rebetiko
1958,Bolero
1958,Ranchera
2004,Pop music
2004,Soul music
2004,Contemporary R&B
2004,Jazz
2006,Black metal
2006,Pop music
1999,Bhangra (music)
2005,Jazz
2007,Pop music
2007,Music of Pakistan
2007,Classic
2000,Pop music
2004,Electronica
2004,Baltimore club
1999,Pop music
1999,Rock music
1999,Soul music
1999,Gospel music
1999,Alternative rock
1999,Contemporary R&B
2003,Contemporary Christian music
2011,Pop music
2011,Rock music
2011,Soul music
2007,Rock music
2007,Soul music
2007,Indie rock
2007,Jazz
2007,Acoustic music
1988,New wave music
1988,Synthpop
1988,Alternative rock
1988,Freestyle music
1975,Disco
1975,New wave music
1975,Pop music
1975,Eurodance
1975,Euro disco
1975,Jazz
1975,Dance music
2010,Pop music
2010,Indie pop
1995,Rhythm and blues
1995,Soft rock
1981,Latin pop
2008,Contemporary Christian music
2008,Contemporary worship music
2008,Christian electronic dance music
2008,Christian R&B
2008,Blues
2008,Rock and roll
2008,Rock music
2008,Hard rock
2008,Southern rock
1989,Alternative rock
1989,Dark cabaret
2001,Contemporary R&B
2001,Hip hop music
2000,Blues
2000,Country music
2000,Folk music
2000,Rock music
2002,Pop music
2002,Rock music
2002,Cajun music
1997,Alternative country
1997,Americana (music)
1997,Heavy metal music
1997,Progressive metal
1997,Hard rock
1997,Symphonic metal
1997,Pop rock
2000,Country music
2000,Pop music
2000,Contemporary Christian music
1998,Country music
2001,House music
2005,Pop music
2007,Mexican cumbia
1999,Pop music
1999,Rhythm and blues
1999,Afro pop music
1997,Hip hop music
1997,Filmi
1981,Bhangra (music)
1981,Duet
1981,Music of Punjab
1979,Music of Punjab
2012,Hip hop music
2012,Afro pop music
2003,Pop music
2003,Rhythm and blues
2010,House music
1960,Reggae
1960,Lovers rock
1990,House music
1990,Eurodance
1990,Pop rock
1990,Contemporary R&B
2010,Pop music
2010,Contemporary R&B
2011,Contemporary Christian music
2011,Traditional black gospel
2011,Urban contemporary gospel
2005,Rhythm and blues
2005,Indie rock
2005,Art pop
2005,Experimental music
2004,Country music
2009,Country music
2013,Contemporary R&B
1995,Australian country music
2004,Pop music
2004,Rhythm and blues
2004,Hip hop music
2004,Dance music
2008,Blues
2008,Folk music
2008,Alternative rock
1970,Carnatic music
1970,Playback singer
1946,Highlife
1946,Jùjú music
1946,Jazz
1999,Alternative rock
1966,Pop music
1966,Italian popular music
1966,Adult contemporary music
2004,Pop music
2004,Rhythm and blues
2004,Soul music
1991,Soul music
1991,Neo soul
1991,Contemporary R&B
1991,Jazz
2000,Indie rock
2000,Folk rock
2000,Alternative country
1986,Indie pop
2011,Pop music
2011,Pop rock
2011,Dance music
2003,Pop music
2003,Dance-pop
2003,Contemporary R&B
2006,Pop music
2006,Reggae
2006,Hip hop music
2001,Funk
2001,Hip hop soul
2001,Contemporary R&B
2010,Mashup (music)
2010,Hip hop music
2010,Experimental music
2011,J-pop
2002,J-pop
1991,Punk rock
1991,Power metal
1991,J-pop
1991,Pop rock
1993,Country music
2005,Folk music
2005,Rock music
1998,Dance music
1978,Disco
1978,Soul music
1978,Dance-pop
1994,Gangsta rap
1994,Hardcore hip hop
1994,Hip hop music
2002,Pop music
2002,Rhythm and blues
2002,Broadway theatre
1990,Laïko
1990,Zeibekiko
2001,Pop music
2001,Pop rock
2001,Contemporary R&B
1989,Bachata (music)
1995,Baroque pop
2006,Funk
2006,Rhythm and blues
2006,Soul music
2006,Gospel music
2005,Hip hop music
1996,Electronica
1996,Glitch (music)
1996,Electroacoustic music
1996,Experimental music
1990,Pop music
1990,Laïko
1978,Folk music
1978,New wave music
1978,Pop music
1956,Samba
1956,Bossa nova
1956,Latin jazz
1956,Música popular brasileira
1996,Rock music
1996,Folk_Singing
1968,Playback singer
2004,Film score
2000,Playback singer
1973,Playback singer
1973,Bhajan
1995,Carnatic music
1995,Hindustani classical music
1995,Playback singer
2007,Playback singer
1998,Folk music
1979,Playback singer
2008,Indian classical music
2008,Music of Bollywood
2008,Rabindra Sangeet
1998,Pop music
